chromosome	start	end	gene	minCopyNumber	maxCopyNumber	unused	somaticRegions	germlineHomDeletionRegions	germlineHetToHomDeletionRegions	transcriptId	transcriptVersion	chromosomeBand	minRegions	minRegionStart	minRegionEnd	minRegionStartSupport	minRegionEndSupport	minRegionMethod	minMinorAllelePloidy
chr2	26149471	26205366	KIF3C	1.9764	1.9764	0	1	0	0	ENST00000264712	3	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	26251074	26251481	AC013449.1	1.9764	1.9764	0	1	0	0	ENST00000599234	1	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	26256979	26360323	RAB10	1.9764	1.9764	0	1	0	0	ENST00000264710	4	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	26395960	26412532	GAREML	1.9764	1.9764	0	1	0	0	ENST00000401533	2	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	26413504	26467594	HADHA	1.9764	1.9764	0	1	0	0	ENST00000380649	3	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	26467763	26513336	HADHB	1.9764	1.9764	0	1	0	0	ENST00000317799	5	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	26532812	26541917	GPR113	1.9764	1.9764	0	1	0	0	ENST00000311519	1	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	26568982	26618759	EPT1	1.9764	1.9764	0	1	0	0	ENST00000260585	7	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	26624784	26679579	DRC1	1.9764	1.9764	0	1	0	0	ENST00000288710	2	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	26680071	26781566	OTOF	1.9764	1.9764	0	1	0	0	ENST00000272371	2	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	26785450	26802400	C2orf70	1.9764	1.9764	0	1	0	0	ENST00000329615	3	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	26804070	26864236	CIB4	1.9764	1.9764	0	1	0	0	ENST00000288861	4	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	26915619	26956288	KCNK3	1.9764	1.9764	0	1	0	0	ENST00000302909	3	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	26987156	27004099	SLC35F6	1.9764	1.9764	0	1	0	0	ENST00000344420	5	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27008865	27017461	CENPA	1.9764	1.9764	0	1	0	0	ENST00000335756	4	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27070969	27173219	DPYSL5	1.9764	1.9764	0	1	0	0	ENST00000288699	6	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27193480	27250064	MAPRE3	1.9764	1.9764	0	1	0	0	ENST00000233121	2	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27255822	27264563	TMEM214	1.9764	1.9764	0	1	0	0	ENST00000238788	9	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27274549	27293488	AGBL5	1.9764	1.9764	0	1	0	0	ENST00000360131	4	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27272551	27273132	AGBL5-AS1	1.9764	1.9764	0	1	0	0	ENST00000444217	1	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27293340	27294641	OST4	1.9764	1.9764	0	1	0	0	ENST00000456793	1	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27301435	27309271	EMILIN1	1.9764	1.9764	0	1	0	0	ENST00000380320	4	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27309615	27323619	KHK	1.9764	1.9764	0	1	0	0	ENST00000260599	6	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27323466	27341971	CGREF1	1.9764	1.9764	0	1	0	0	ENST00000402394	1	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27346703	27353680	ABHD1	1.9764	1.9764	0	1	0	0	ENST00000316470	4	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27353624	27357543	PREB	1.9764	1.9764	0	1	0	0	ENST00000260643	2	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27359723	27362278	C2orf53	1.9764	1.9764	0	1	0	0	ENST00000335524	3	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27371872	27376378	TCF23	1.9764	1.9764	0	1	0	0	ENST00000296096	5	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27422455	27435154	SLC5A6	1.9764	1.9764	0	1	0	0	ENST00000310574	3	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27434895	27440024	ATRAID	1.9764	1.9764	0	1	0	0	ENST00000380171	3	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27440258	27466811	CAD	1.9764	1.9764	0	1	0	0	ENST00000264705	4	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27477440	27486127	SLC30A3	1.9764	1.9764	0	1	0	0	ENST00000233535	4	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27498289	27504298	DNAJC5G	1.9764	1.9764	0	1	0	0	ENST00000296097	3	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27505330	27530307	TRIM54	1.9764	1.9764	0	1	0	0	ENST00000296098	4	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27530268	27531313	UCN	1.9764	1.9764	0	1	0	0	ENST00000296099	2	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27532362	27545969	MPV17	1.9764	1.9764	0	1	0	0	ENST00000380044	1	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27548716	27579359	GTF3C2	1.9764	1.9764	0	1	0	0	ENST00000359541	2	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27558409	27560692	AC109828.1	1.9764	1.9764	0	1	0	0	ENST00000416453	2	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27587266	27592880	EIF2B4	1.9764	1.9764	0	1	0	0	ENST00000451130	2	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27593389	27599995	SNX17	1.9764	1.9764	0	1	0	0	ENST00000233575	2	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27600098	27603592	ZNF513	1.9764	1.9764	0	1	0	0	ENST00000323703	6	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27604061	27632554	PPM1G	1.9764	1.9764	0	1	0	0	ENST00000344034	4	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27650657	27665126	NRBP1	1.9764	1.9764	0	1	0	0	ENST00000233557	3	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27665233	27669348	KRTCAP3	1.9764	1.9764	0	1	0	0	ENST00000543753	1	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27667238	27712624	IFT172	1.9764	1.9764	0	1	0	0	ENST00000260570	3	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27714750	27718112	FNDC4	1.9764	1.9764	0	1	0	0	ENST00000264703	3	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27719709	27746551	GCKR	1.9764	1.9764	0	1	0	0	ENST00000264717	2	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27760253	27790011	AC109829.1	1.9764	1.9764	0	1	0	0	ENST00000447166	1	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27799389	27805588	C2orf16	1.9764	1.9764	0	1	0	0	ENST00000408964	2	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27805897	27846082	ZNF512	1.9764	1.9764	0	1	0	0	ENST00000355467	4	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27849796	27851745	CCDC121	1.9764	1.9764	0	1	0	0	ENST00000394775	3	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27851863	27874375	GPN1	1.9764	1.9764	0	1	0	0	ENST00000264718	3	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27873679	27886676	SUPT7L	1.9764	1.9764	0	1	0	0	ENST00000337768	5	p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27886338	27917836	SLC4A1AP	1.9764	1.9764	0	1	0	0	ENST00000326019	6	p23.2-p23.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27928653	27938599	AC074091.13	1.9764	1.9764	0	1	0	0	ENST00000379677	2	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27994584	28002608	MRPL33	1.9764	1.9764	0	1	0	0	ENST00000296102	3	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	27998851	28009186	AC110084.1	1.9764	1.9764	0	1	0	0	ENST00000601759	1	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	28004231	28113965	RBKS	1.9764	1.9764	0	1	0	0	ENST00000302188	3	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	28113596	28561768	BRE	1.9764	1.9764	0	1	0	0	ENST00000344773	2	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	28219234	28219316	MIR4263	1.9764	1.9764	0	1	0	0	ENST00000584745	1	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	28530558	28533326	AC093690.1	1.9764	1.9764	0	1	0	0	ENST00000418963	1	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	28607276	28617539	AC104695.3	1.9764	1.9764	0	1	0	0	ENST00000445878	1	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	28615725	28640179	FOSL2	1.9764	1.9764	0	1	0	0	ENST00000264716	4	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	28718938	28866613	PLB1	1.9764	1.9764	0	1	0	0	ENST00000327757	5	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	28931819	28959071	AC097724.3	1.9764	1.9764	0	1	0	0	ENST00000452212	1	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	28974719	29025806	PPP1CB	1.9764	1.9764	0	1	0	0	ENST00000395366	2	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	29033717	29073477	SPDYA	1.9764	1.9764	0	1	0	0	ENST00000334056	5	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	29072687	29093167	TRMT61B	1.9764	1.9764	0	1	0	0	ENST00000306108	5	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	29117509	29171088	WDR43	1.9764	1.9764	0	1	0	0	ENST00000407426	3	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	29136530	29136614	SNORD92	1.9764	1.9764	0	1	0	0	ENST00000585078	1	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	29149933	29150010	SNORD53	1.9764	1.9764	0	1	0	0	ENST00000579969	1	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	29204164	29284239	FAM179A	1.9764	1.9764	0	1	0	0	ENST00000379558	4	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	29284558	29297127	C2orf71	1.9764	1.9764	0	1	0	0	ENST00000331664	5	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	29338292	29406679	CLIP4	1.9764	1.9764	0	1	0	0	ENST00000320081	5	p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	29415640	30144432	ALK	1.9764	1.9764	0	1	0	0	ENST00000389048	3	p23.1-p23.2	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	30355211	30366670	AC016907.3	1.9764	1.9764	0	1	0	0	ENST00000455424	1	p23.1	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	30369807	30383399	YPEL5	1.9764	1.9764	0	1	0	0	ENST00000379520	3	p23.1	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	30454397	30482894	LBH	1.9764	1.9764	0	1	0	0	ENST00000395323	3	p23.1	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	30670123	30867091	LCLAT1	1.9764	1.9764	0	1	0	0	ENST00000309052	4	p23.1	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	30945637	31030312	CAPN13	1.9764	1.9764	0	1	0	0	ENST00000295055	8	p23.1	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	31133333	31361013	GALNT14	1.9764	1.9764	0	1	0	0	ENST00000324589	5	p23.1	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	31397547	31440411	CAPN14	1.9764	1.9764	0	1	0	0	ENST00000403897	3	p23.1	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	31457203	31492313	EHD3	1.9764	1.9764	0	1	0	0	ENST00000322054	5	p23.1	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	31557187	31637581	XDH	1.9764	1.9764	0	1	0	0	ENST00000379416	3	p23.1	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	32090129	32235626	MEMO1	1.9764	1.9764	0	1	0	0	ENST00000295065	5	p22.3-p23.1	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	32248961	32264881	DPY30	1.9764	1.9764	0	1	0	0	ENST00000342166	5	p22.3-p23.1	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	32288776	32382706	SPAST	1.9764	1.9764	0	1	0	0	ENST00000315285	3	p22.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	32390933	32446593	SLC30A6	1.9764	1.9764	0	1	0	0	ENST00000379343	2	p22.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	32449525	32490923	NLRC4	1.9764	1.9764	0	1	0	0	ENST00000404025	2	p22.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	32502979	32541663	YIPF4	1.9764	1.9764	0	1	0	0	ENST00000238831	4	p22.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	32582096	32843966	BIRC6	1.9764	1.9764	0	1	0	0	ENST00000421745	2	p22.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	32757220	32757313	MIR558	1.9764	1.9764	0	1	0	0	ENST00000384920	1	p22.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	32853129	33046118	TTC27	1.9764	1.9764	0	1	0	0	ENST00000317907	4	p22.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	32860322	32860398	MIR4765	1.9764	1.9764	0	1	0	0	ENST00000585007	1	p22.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	33050510	33151760	LINC00486	1.9764	1.9764	0	1	0	0	ENST00000414054	1	p22.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	33152194	33153472	AL121656.5	1.9764	1.9764	0	1	0	0	ENST00000440786	1	p22.3	1	24251001	33285000	NONE	NONE	BAF_WEIGHTED	0.9502
chr2	33172039	33624426	LTBP1	1.0190	1.9764	0	2	0	0	ENST00000404816	2	p22.3	1	33285001	33631000	NONE	NONE	BAF_WEIGHTED	0.0242
chr2	33701295	33789798	RASGRP3	2.0019	2.0019	0	1	0	0	ENST00000403687	3	p22.3	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	33808725	33824429	FAM98A	2.0019	2.0019	0	1	0	0	ENST00000238823	8	p22.3	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	33951128	33953274	MYADML	2.0019	2.0019	0	1	0	0	ENST00000474610	1	p22.3	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	35696471	35696552	MIR548AD	2.0019	2.0019	0	1	0	0	ENST00000584780	1	p22.3	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	36583069	36778278	CRIM1	2.0019	2.0019	0	1	0	0	ENST00000280527	2	p22.2-p22.3	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	36758948	36779411	AC007401.2	2.0019	2.0019	0	1	0	0	ENST00000406220	1	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	36779401	36825334	FEZ2	2.0019	2.0019	0	1	0	0	ENST00000379245	4	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	36923833	37041930	VIT	2.0019	2.0019	0	1	0	0	ENST00000379242	3	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	37068327	37068530	AC007382.1	2.0019	2.0019	0	1	0	0	ENST00000593798	1	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	37070783	37193615	STRN	2.0019	2.0019	0	1	0	0	ENST00000263918	4	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	37208040	37311485	HEATR5B	2.0019	2.0019	0	1	0	0	ENST00000233099	5	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	37311594	37323738	GPATCH11	2.0019	2.0019	0	1	0	0	ENST00000608836	1	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	37326353	37384190	EIF2AK2	2.0019	2.0019	0	1	0	0	ENST00000233057	4	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	37394963	37415690	SULT6B1	2.0019	2.0019	0	1	0	0	ENST00000260637	3	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	37423631	37431884	CEBPZ-AS1	2.0019	2.0019	0	1	0	0	ENST00000402297	1	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	37428755	37458856	CEBPZ	2.0019	2.0019	0	1	0	0	ENST00000234170	5	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	37458809	37476303	NDUFAF7	2.0019	2.0019	0	1	0	0	ENST00000002125	4	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	37477645	37545037	PRKD3	2.0019	2.0019	0	1	0	0	ENST00000379066	1	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	37552483	37553940	AC007391.2	2.0019	2.0019	0	1	0	0	ENST00000433893	1	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	37571717	37600465	QPCT	2.0019	2.0019	0	1	0	0	ENST00000338415	3	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	37869032	37899334	CDC42EP3	2.0019	2.0019	0	1	0	0	ENST00000295324	3	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	38053390	38056575	LINC00211	2.0019	2.0019	0	1	0	0	ENST00000413792	1	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	38177606	38294280	RMDN2	2.0019	2.0019	0	1	0	0	ENST00000234195	3	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	38177144	38263484	RMDN2-AS1	2.0019	2.0019	0	1	0	0	ENST00000414365	2	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	38294652	38303323	CYP1B1	2.0019	2.0019	0	1	0	0	ENST00000260630	3	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	38358247	38408997	CYP1B1-AS1	2.0019	2.0019	0	1	0	0	ENST00000413828	2	p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	38522022	38604404	ATL2	2.0019	2.0019	0	1	0	0	ENST00000378954	4	p22.1-p22.2	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	38658436	38660715	AC093822.1	2.0019	2.0019	0	1	0	0	ENST00000457385	1	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	38789120	38830171	HNRNPLL	2.0019	2.0019	0	1	0	0	ENST00000409636	1	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	38893052	38961910	GALM	2.0019	2.0019	0	1	0	0	ENST00000272252	5	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	38970741	38978636	SRSF7	2.0019	2.0019	0	1	0	0	ENST00000313117	6	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	39005327	39012142	GEMIN6	2.0019	2.0019	0	1	0	0	ENST00000281950	3	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	39024871	39103049	DHX57	2.0019	2.0019	0	1	0	0	ENST00000295373	6	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	39103132	39109787	MORN2	2.0019	2.0019	0	1	0	0	ENST00000410014	1	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	39117021	39202590	ARHGEF33	2.0019	2.0019	0	1	0	0	ENST00000409978	1	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	39186764	39187483	AC019171.1	2.0019	2.0019	0	1	0	0	ENST00000601251	1	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	39208537	39348192	SOS1	2.0019	2.0019	0	1	0	0	ENST00000426016	1	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	39405688	39456673	CDKL4	2.0019	2.0019	0	1	0	0	ENST00000378803	1	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	39476407	39664453	MAP4K3	2.0019	2.0019	0	1	0	0	ENST00000263881	3	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	39664557	39828484	AC007246.3	2.0019	2.0019	0	1	0	0	ENST00000449569	1	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	39893059	39945103	TMEM178A	2.0019	2.0019	0	1	0	0	ENST00000281961	2	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	39963445	40006407	THUMPD2	2.0019	2.0019	0	1	0	0	ENST00000505747	1	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	40332049	40482349	SLC8A1-AS1	2.0019	2.0019	0	1	0	0	ENST00000444629	1	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	40342171	40739501	SLC8A1	2.0019	2.0019	0	1	0	0	ENST00000403092	1	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	40488147	40490117	AC007377.1	2.0019	2.0019	0	1	0	0	ENST00000593663	1	p22.1	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	42104695	42121179	AC104654.1	2.0019	2.0019	0	1	0	0	ENST00000398796	2	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	42162508	42180943	C2orf91	2.0019	2.0019	0	1	0	0	ENST00000378711	2	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	42275160	42285668	PKDCC	2.0019	2.0019	0	1	0	0	ENST00000294964	5	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	42396490	42559688	EML4	2.0019	2.0019	0	1	0	0	ENST00000318522	5	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	42576478	42596150	COX7A2L	2.0019	2.0019	0	1	0	0	ENST00000378669	1	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	42669157	42721237	KCNG3	2.0019	2.0019	0	1	0	0	ENST00000306078	1	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	42795657	42936684	MTA3	2.0019	2.0019	0	1	0	0	ENST00000407270	3	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	42989642	42991401	OXER1	2.0019	2.0019	0	1	0	0	ENST00000378661	2	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	42994229	43019732	HAAO	2.0019	2.0019	0	1	0	0	ENST00000294973	6	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	43324884	43329829	AC093609.1	2.0019	2.0019	0	1	0	0	ENST00000434020	1	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	43457991	43823113	THADA	2.0019	2.0019	0	1	0	0	ENST00000405006	4	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	43449541	43453748	ZFP36L2	2.0019	2.0019	0	1	0	0	ENST00000282388	3	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	43864412	43995126	PLEKHH2	2.0019	2.0019	0	1	0	0	ENST00000282406	4	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	44001178	44037149	DYNC2LI1	2.0019	2.0019	0	1	0	0	ENST00000260605	8	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	44039611	44065958	ABCG5	2.0019	2.0019	0	1	0	0	ENST00000260645	1	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	44066103	44105605	ABCG8	2.0019	2.0019	0	1	0	0	ENST00000272286	2	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	44113647	44223144	LRPPRC	2.0019	2.0019	0	1	0	0	ENST00000260665	7	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
chr2	44396016	44458611	PPM1B	2.0019	2.0019	0	1	0	0	ENST00000282412	4	p21	1	33631001	54339000	NONE	NONE	BAF_WEIGHTED	0.9865
