ID	ActiveDriverWGS1	ActiveDriverWGS	MutSig2CV_NC	NBR	oncodrivefml	Brown_observed	Fisher_observed	Brown_Scale_C_observed	Brown_DF_observed
smallrna.ncrna::gencode::RNU4-16P::ENSG00000201607.1	1	1	0.0485602758985279	0.71521587991646	0.90673	0.571249139067723	0.733344773770868	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-17P::ENSG00000202468.1	0.266218316919353	0.266218316919353	0.341683049650628	0.604960336454373	0.75159	0.447334970887167	0.530414073798311	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-18P::ENSG00000252560.1	0.213950103025663	0.213950103025663	0.0385783762291469	0.59263537200588	0.98129	0.245370059128759	0.184112393361721	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-19P::ENSG00000201614.1	0.265553989585539	0.265553989585539	0.999999358308021	0.541139621543663	0.00271	0.131795525274904	0.0492851376812497	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-1::ENSG00000200795.1	0.00398606252203863	0.00398606252203863	0.111593246195687	0.0390001885761478	0.26632	0.010721216597547	9.78117857844334e-05	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-20P::ENSG00000202471.1	1	1	0.997109140310842	1	NA	0.999590796869116	0.99999999999708	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-21P::ENSG00000199672.1	1	1	0.999919190108586	1	NA	0.999991594847375	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-22P::ENSG00000222990.1	1	1	0.995546387886162	1	NA	0.999345354082994	0.99999999998352	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-23P::ENSG00000199709.1	0.563579394458348	0.563579394458348	1	0.748028369266308	0.83609	0.828329990224219	0.97541216453298	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-24P::ENSG00000201435.1	1	1	0.999837386492412	1	NA	0.999982039540251	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-25P::ENSG00000222501.1	0.575090148192225	0.575090148192225	0.994814838564617	0.768762302525762	0.41609	0.736729212643775	0.921818909210102	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-26P::ENSG00000222202.1	1	1	0.999994089579269	1	NA	0.99999950886795	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-28P::ENSG00000201609.1	1	1	0.999703196387642	1	NA	0.999965479146309	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-29P::ENSG00000251752.1	1	1	0.999940357730124	1	NA	0.999993956203062	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-2::ENSG00000202538.1	0.00385875194869807	0.00385875194869807	0.902112074554838	0.0401530888445899	0.96591	0.0289506272499109	0.00127651740083354	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-30P::ENSG00000222177.1	0.140347117359734	0.140347117359734	0.997361046064129	0.555208156806599	0.6584	0.403188519204558	0.451746110216039	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-31P::ENSG00000206938.1	1	1	0.993287377151645	1	NA	0.998977001485059	0.999999999914717	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-32P::ENSG00000200274.1	1	1	0.999584602582122	1	NA	0.999950268982205	0.999999999999999	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-33P::ENSG00000201186.1	1	1	0.999967138023502	1	NA	0.999996836068552	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-34P::ENSG00000222363.1	1	1	0.999999987302736	1	NA	0.999999999377261	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-35P::ENSG00000199458.1	0.663433258519592	0.663433258519592	0.999830484166083	0.804737179834133	0.69176	0.85796325839837	0.98548541603005	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-36P::ENSG00000201164.1	0.21131671416886	0.21131671416886	0.99832089831134	0.580016221077664	0.53936	0.473313183472189	0.575749421107018	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-37P::ENSG00000222146.1	0.657121608179222	0.657121608179222	1	0.922857336849998	0.04337	0.497852746426634	0.61749936557468	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-38P::ENSG00000201342.1	1	1	0.986980801146944	1	NA	0.997894439005849	0.999999998783971	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-39P::ENSG00000199325.1	1	1	0.992173693373937	1	NA	0.998790915338066	0.9999999998422	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-40P::ENSG00000201221.1	1	1	0.999519486521279	1	NA	0.999941748321065	0.999999999999998	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-41P::ENSG00000201296.1	0.436997152505229	0.436997152505229	0.0489329955412871	0.659573231710725	0.75557	0.362101070147992	0.378225829535589	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-42P::ENSG00000201608.1	1	1	0.999397835598523	1	NA	0.999925569454838	0.999999999999995	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-43P::ENSG00000222560.1	1	1	NA	1	NA	1	1	3.49101167337981	1.71869949497795
smallrna.ncrna::gencode::RNU4-44P::ENSG00000199920.1	1	1	0.999887594374959	1	NA	0.999987972485173	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-45P::ENSG00000202339.1	1	1	0.999995123215634	1	NA	0.999999601390302	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-47P::ENSG00000222808.1	1	1	0.995043093969221	1	NA	0.99926449817566	0.999999999974694	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-48P::ENSG00000202429.1	1	1	0.999989189991724	1	NA	0.999999053955236	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-49P::ENSG00000251889.1	1	1	0.996412099864783	1	NA	0.999482481311598	0.999999999993065	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-4P::ENSG00000201458.1	1	1	0.998741196760514	1	NA	0.99983419615814	0.999999999999895	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-50P::ENSG00000201231.1	1	1	0.992109581880491	1	NA	0.998780125293683	0.999999999836953	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-51P::ENSG00000201076.1	1	1	0.990257729624701	1	NA	0.998465174080205	0.999999999620226	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-52P::ENSG00000206936.1	1	1	0.997402016981104	1	NA	0.999635652831503	0.999999999998096	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-53P::ENSG00000222760.1	0.204122469612682	0.204122469612682	0.990179490286012	0.56976317890689	0.66478	0.486215160328669	0.597849900190944	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-54P::ENSG00000252237.1	1	1	0.99421248472258	1	NA	0.999129466712576	0.999999999952926	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-55P::ENSG00000222663.1	1	1	0.99390871022969	1	NA	0.999079629715855	0.999999999942216	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-56P::ENSG00000201570.1	1	1	0.996128755379464	1	NA	0.999437892865586	0.999999999990598	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-57P::ENSG00000251789.1	1	1	1	1	NA	1	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-58P::ENSG00000200062.1	1	1	0.995694123220264	1	NA	0.999368937523471	0.999999999985603	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-59P::ENSG00000201317.1	1	1	0.9864159274889	1	NA	0.997794554665433	0.999999998557804	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-60P::ENSG00000253048.1	0.304756498592702	0.304756498592702	0.996499943256346	0.617458368870426	0.45633	0.547436631906001	0.697491297328606	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-61P::ENSG00000223175.1	1	1	0.999999463179314	1	NA	0.999999963692794	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-62P::ENSG00000222057.1	1	1	0.999940770353912	1	NA	0.999994001592158	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-63P::ENSG00000223245.1	0.299352151201313	0.299352151201313	1	0.575911946544824	0.77952	0.603113773083603	0.778267352329665	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-64P::ENSG00000222727.1	1	1	1	1	NA	1	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-65P::ENSG00000222405.1	1	1	0.999860426107666	1	NA	0.999984785206455	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-66P::ENSG00000202069.1	1	1	0.993398700939803	1	NA	0.998995455255311	0.999999999920245	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-67P::ENSG00000201439.1	0.452894650898495	0.452894650898495	1	0.681136417768759	0.44001	0.66059198478113	0.849363125245515	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-68P::ENSG00000201184.1	0.214518417432058	0.214518417432058	0.996154568925292	0.574767317904314	0.19696	0.37203436448271	0.395929582357945	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-69P::ENSG00000222609.1	0.828545795517154	0.828545795517154	1	0.931940305147661	0.14705	0.720630592764435	0.908636305356701	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-6P::ENSG00000222736.1	1	1	0.999625391061735	1	NA	0.999955548942338	0.999999999999999	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-70P::ENSG00000207309.1	1	1	0.997876584088529	1	NA	0.999707374252092	0.999999999999151	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-71P::ENSG00000252067.1	1	1	0.999645401900521	1	NA	0.999958121552604	0.999999999999999	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-72P::ENSG00000222686.1	1	1	0.999878095573105	1	NA	0.999986864915947	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-73P::ENSG00000200034.1	1	1	1	0.686779031071691	0.22115	0.789721577380366	0.957154159204808	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-74P::ENSG00000223212.1	1	1	0.998918243971568	1	NA	0.999859367667418	0.999999999999943	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-75P::ENSG00000201491.1	1	1	0.994743648345877	1	NA	0.99921603568488	0.999999999967991	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-76P::ENSG00000201379.1	0.721052548377716	0.721052548377716	0.0284049264899601	0.137207067017504	NA	0.210277371768439	0.134104892891184	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-77P::ENSG00000252501.1	1	1	0.999998348488274	1	NA	0.999999876991727	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-78P::ENSG00000222872.1	1	1	0.990680146924066	1	NA	0.998537548469139	0.999999999682094	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-79P::ENSG00000199634.1	1	1	0.993787582780064	1	NA	0.999059694180969	0.999999999937472	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-7P::ENSG00000201628.1	1	1	0.995963212542515	1	NA	0.999411706368846	0.999999999988882	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-81P::ENSG00000200431.1	1	1	0.999375457439056	1	NA	0.999922560562354	0.999999999999994	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-82P::ENSG00000199313.1	1	1	0.999997876710563	1	NA	0.999999838404891	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-83P::ENSG00000222795.1	0.487581705748527	0.487581705748527	0.993617025660937	0.711524079808547	0.5353	0.714248434059508	0.903091148592719	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-84P::ENSG00000201070.1	1	1	0.999996356649773	1	NA	0.99999970956677	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-85P::ENSG00000201545.1	1	1	0.999988286705956	1	NA	0.999998967818072	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-86P::ENSG00000222067.1	0.318359606983617	0.318359606983617	0.999943444991003	0.712425025367724	0.09916	0.40288794452095	0.451207096183777	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-87P::ENSG00000200974.1	1	1	0.997103061348473	1	NA	0.999589861446139	0.999999999997055	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-88P::ENSG00000223152.1	0.335275103516478	0.335275103516478	1	0.615850994434202	0.59039	0.605207302917974	0.781087870664346	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-8P::ENSG00000201806.1	0.239155961807171	0.239155961807171	0.998821575432017	0.50454343799412	0.1741	0.3689312760489	0.390391082043241	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-90P::ENSG00000199643.1	1	1	0.997273196291025	1	NA	0.999615975093987	0.999999999997689	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-91P::ENSG00000201648.1	0.349442530475212	0.349442530475212	0.996571360914422	0.660469763853334	0.19893	0.488843115818406	0.602311912456345	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4-92P::ENSG00000200653.1	1	1	0.995563365690566	1	NA	0.999348067897772	0.99999999998377	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4-9P::ENSG00000201821.1	1	1	0.997787966685106	1	NA	0.999694079458018	0.999999999999	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4ATAC10P::ENSG00000252776.1	0.303354807410747	0.303354807410747	0.125880801723401	0.6477550300219	0.13703	0.245449568283845	0.184230348529666	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4ATAC11P::ENSG00000251748.1	1	1	0.999986512294396	1	NA	0.999998796978545	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4ATAC12P::ENSG00000252269.1	1	1	1	1	NA	1	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4ATAC13P::ENSG00000251741.1	1	1	0.998374476546455	1	NA	0.999781110953961	0.999999999999708	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4ATAC14P::ENSG00000252013.1	1	1	0.996808503056822	1	NA	0.999544333853289	0.999999999995661	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4ATAC15P::ENSG00000252224.1	1	1	0.994473554297203	1	NA	0.999172109576328	0.999999999960875	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4ATAC16P::ENSG00000221439.1	1	1	0.999925129833754	1	NA	0.999992263524918	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4ATAC17P::ENSG00000253081.1	1	1	0.995740729397937	1	NA	0.99937636256184	0.999999999986217	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4ATAC18P::ENSG00000251988.1	1	1	0.99162125342236	1	NA	0.998697678188364	0.999999999792563	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4ATAC2P::ENSG00000221601.1	0.0882896357837239	0.0882896357837239	0.0079005553388636	0.0922581440102469	0.02783	0.0203615236934166	0.00051945190081629	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4ATAC3P::ENSG00000252508.1	1	1	0.990500802231635	1	NA	0.998506857224625	0.999999999656834	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4ATAC4P::ENSG00000252116.1	1	1	0.991040977839506	1	NA	0.998599130092129	0.999999999728659	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4ATAC5P::ENSG00000253035.1	1	1	0.994022314260089	1	NA	0.999098294438405	0.999999999946415	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4ATAC6P::ENSG00000252401.1	0.326773834723786	0.326773834723786	0.999994459669473	0.606917270493067	0.6346	0.60603269293377	0.782195287166299	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4ATAC7P::ENSG00000252089.1	0.703608027534992	0.703608027534992	0.174663598036846	0.516832458058224	0.71485	0.573087292765163	0.736034313514562	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4ATAC8P::ENSG00000252005.1	1	1	1	1	NA	1	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU4ATAC9P::ENSG00000252955.1	1	1	0.999981903701447	0.582430032398752	0.53392	0.89061776928721	0.993054471256096	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU4ATAC::ENSG00000264229.1	0.0249494504430504	0.0249494504430504	0.0292223721327119	0.155410699685966	0.75561	0.0437278574162334	0.00359103566329535	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5A-1::ENSG00000199568.1	0.000157457794131498	0.000157457794131498	0.0966559963479753	0.000805629889433668	0.85044	0.000619772377316837	4.32080817631969e-08	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5A-2P::ENSG00000207065.1	1	1	1	1	NA	1	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5A-3P::ENSG00000254172.1	1	1	0.995904398354951	1	NA	0.999402379587055	0.999999999988219	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5A-4P::ENSG00000252397.1	1	1	0.994349651907958	1	NA	0.999151893619283	0.99999999995724	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5A-5P::ENSG00000222986.1	1	1	1	1	NA	1	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5A-6P::ENSG00000206863.1	0.204572348670809	0.204572348670809	0.0455070388787914	0.544735898768914	0.40222	0.192986617708288	0.112827157397181	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5A-7P::ENSG00000251788.1	1	1	0.999995251310712	1	NA	0.999999612746031	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5A-8P::ENSG00000200972.1	0.252615487121696	0.252615487121696	0.167708416596767	0.656501601350723	0.80232	0.37977508211488	0.409770577535189	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5B-1::ENSG00000200156.1	0.00267142126379492	0.00267142126379492	0.00420517944874775	0.0287886709853186	0.05651	0.00176615597237033	7.70328704797555e-07	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5B-2P::ENSG00000199906.1	1	1	0.996344813659147	1	NA	0.999471920207877	0.99999999999253	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5B-3P::ENSG00000252410.1	0.332807289423686	0.332807289423686	0.99961059293972	0.626916682273703	0.6554	0.619492185537791	0.799881716713063	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5B-4P::ENSG00000200378.1	0.169942375549563	0.169942375549563	0.999291456211094	0.128073710715713	0.02753	0.131206628343051	0.0487932764346583	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5B-6P::ENSG00000252574.1	0.591134022068214	0.591134022068214	0.999011520734795	0.814908587513358	0.63334	0.814347731329508	0.96949699240012	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5D-1::ENSG00000200169.1	0.149361600772879	0.149361600772879	0.0584339033536339	0.558128504102218	0.51488	0.187450901272077	0.106128911139782	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5D-2P::ENSG00000252521.1	1	1	1	1	NA	1	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5E-10P::ENSG00000200376.1	1	1	0.995929163168569	1	NA	0.999406308265534	0.999999999988501	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5E-1::ENSG00000199347.1	0.0136080864044624	0.0136080864044624	0.0103485462723045	0.148264377432971	0.89255	0.0234162600585521	0.000743602527893354	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5E-2P::ENSG00000252056.1	1	1	0.993470623242405	1	NA	0.999007362559378	0.999999999923672	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5E-3P::ENSG00000251722.1	0.114398767696646	0.114398767696646	0.202537611899119	0.39982913630371	0.26036	0.172542036440658	0.088980187706128	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5E-4P::ENSG00000201801.1	0.014598937442315	0.014598937442315	0.0353307282203104	0.0307543293249313	0.55177	0.0191146006229296	0.00044139382876317	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5E-5P::ENSG00000202249.1	1	1	0.999962816471255	1	NA	0.99999638182106	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5E-7P::ENSG00000202160.1	1	1	0.990365319903555	1	NA	0.998483636246553	0.999999999636774	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5E-8P::ENSG00000200372.1	1	1	0.996049743170281	1	NA	0.999425406431106	0.999999999989806	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5E-9P::ENSG00000223096.1	1	1	1	1	NA	1	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5F-1::ENSG00000199377.1	1	1	0.999737249201498	1	NA	0.999969758177803	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5F-2P::ENSG00000251875.1	0.29906951855217	0.29906951855217	0.0877702619782618	0.624527632036155	0.67132	0.331751701899323	0.324798379348918	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5F-3P::ENSG00000200637.1	1	1	0.99100161165338	1	NA	0.998592422646413	0.999999999723845	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5F-4P::ENSG00000252390.1	1	1	0.999731761232335	1	NA	0.999969071636534	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5F-6P::ENSG00000199849.1	0.698733440534625	0.698733440534625	0.990719940492404	0.902340314232088	0.76315	0.899728531528125	0.994577701671933	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU5F-7P::ENSG00000200566.1	1	1	0.999974587727175	1	NA	0.999997606723861	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU5F-8P::ENSG00000251750.1	0.353227410968055	0.353227410968055	1	0.700641720341979	0.72919	0.665630029467114	0.85494162255125	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU6-1000P::ENSG00000212368.1	0.149428959778634	0.149428959778634	0.998494268387083	0.471763982070208	0.71587	0.407902774285783	0.460197807155012	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU6-1001P::ENSG00000223197.1	1	1	1	1	NA	1	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1002P::ENSG00000252379.1	1	1	0.995554542224715	1	NA	0.999346657627588	0.99999999998364	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1003P::ENSG00000252908.1	1	1	0.992127266700524	1	NA	0.998783102478895	0.999999999838413	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1004P::ENSG00000252393.1	1	1	0.999943956298489	1	NA	0.999994351122415	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1005P::ENSG00000207248.1	1	1	0.999999043258876	1	NA	0.999999932001692	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1006P::ENSG00000252807.1	1	1	0.996624990008476	1	NA	0.999515779180611	0.999999999994572	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1007P::ENSG00000252395.1	1	1	0.999430785025388	1	NA	0.999929982089867	0.999999999999996	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1008P::ENSG00000206887.1	1	1	0.999998474510116	1	NA	0.99999988714956	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1009P::ENSG00000212298.1	1	1	0.994470006767108	1	NA	0.999171531323764	0.999999999960774	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-100P::ENSG00000252414.1	1	1	1	1	NA	1	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1010P::ENSG00000199627.1	1	1	0.999920262336661	1	NA	0.99999171587764	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1011P::ENSG00000207399.1	1	1	0.998676641646612	1	NA	0.999824938906766	0.999999999999872	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1012P::ENSG00000252415.1	0.458655915233367	0.458655915233367	0.0389938018206679	0.720693330622031	0.99355	0.383669837181725	0.41674534464893	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU6-1013P::ENSG00000206907.1	1	1	0.997432510590563	1	NA	0.999640298438466	0.999999999998184	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1014P::ENSG00000238456.1	0.533496603038054	0.533496603038054	0.155004332603215	0.0481777528893768	0.20836	0.196105067885654	0.116676706408049	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU6-1015P::ENSG00000252930.1	1	1	0.999953191639203	1	NA	0.999995354365016	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1016P::ENSG00000252498.1	1	1	0.998442244963333	1	NA	0.999791007454074	0.999999999999754	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1017P::ENSG00000200483.1	1	1	0.999800836028099	1	NA	0.999977616110358	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1018P::ENSG00000252386.1	1	1	0.999837340697252	1	NA	0.999982034047713	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1019P::ENSG00000201294.1	1	1	0.997470560796928	1	NA	0.999646088472041	0.999999999998289	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-101P::ENSG00000222255.1	1	1	0.999989318515516	1	NA	0.999999066162259	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1020P::ENSG00000200554.1	1	1	0.990188922061643	1	NA	0.998453356908644	0.99999999960935	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1021P::ENSG00000200132.1	1	1	NA	1	NA	1	1	3.49101167337981	1.71869949497795
smallrna.ncrna::gencode::RNU6-1022P::ENSG00000201919.1	1	1	0.993548430043228	1	NA	0.999020230666067	0.999999999927252	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1023P::ENSG00000251946.1	0.107454241886541	0.107454241886541	0.991170539286197	0.13913405579493	0.27727	0.195942723035253	0.116474963368313	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU6-1024P::ENSG00000206926.1	1	1	0.990680106532141	1	NA	0.998537541563023	0.999999999682088	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1025P::ENSG00000222561.1	1	1	0.999966732848931	1	NA	0.999996793687564	1	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1026P::ENSG00000207194.1	1	1	0.999247673342573	1	NA	0.999905208877268	0.999999999999987	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1027P::ENSG00000206725.1	0.282826732354878	0.282826732354878	0.990864726460553	0.569018577543572	0.17844	0.414601086454066	0.472195503097642	3.01202668600446	3.32002370578771
smallrna.ncrna::gencode::RNU6-1028P::ENSG00000252973.1	1	1	0.994845869040568	1	NA	0.999232607765467	0.999999999970413	3.68382249415681	2.17165729692172
smallrna.ncrna::gencode::RNU6-1029P::ENSG00000206836.1	0.206641360272069	0.206641360272069	0.999628506833308	0.546480353586236	0.03273	0.226854475900059	0.157394795506283	3.01202668600446	3.32002370578771
