45703
NUP58	NUP58	MissingGeneType
MIR3179-1	MIR3179-1	MissingGeneType
MIR3179-2	MIR3179-2	MissingGeneType
MIR3179-3	MIR3179-3	MissingGeneType
MIR3670-1	MIR3670-1	MissingGeneType
MIR3670-2	MIR3670-2	MissingGeneType
GALNT2	GALNT2	MissingGeneType
LINC01586	LINC01586	MissingGeneType
LOC100288162	LOC100288162	MissingGeneType
DAB1-AS1	DAB1-AS1	MissingGeneType
TAF9	TAF9	MissingGeneType
TAF4	TAF4	MissingGeneType
SYP	SYP	MissingGeneType
C16orf97	C16orf97	MissingGeneType
ZNF280D	ZNF280D	MissingGeneType
LOC101927972	LOC101927972	MissingGeneType
DLGAP4-AS1	DLGAP4-AS1	MissingGeneType
MAST4-AS1	MAST4-AS1	MissingGeneType
LOC100506175	LOC100506175	MissingGeneType
LINC02039	LINC02039	MissingGeneType
LOC400553	LOC400553	MissingGeneType
LOC102724163	LOC102724163	MissingGeneType
LCMT1-AS1	LCMT1-AS1	MissingGeneType
LINC01273	LINC01273	MissingGeneType
CASC11	CASC11	MissingGeneType
TTBK2	TTBK2	MissingGeneType
SYTL1	SYTL1	MissingGeneType
CGNL1	CGNL1	MissingGeneType
SERAC1	SERAC1	MissingGeneType
MIR484	MIR484	MissingGeneType
MYH11	MYH11	MissingGeneType
MORN1	MORN1	MissingGeneType
CACNG1	CACNG1	MissingGeneType
ZYX	ZYX	MissingGeneType
CACNB1	CACNB1	MissingGeneType
BSN	BSN	MissingGeneType
DNALI1	DNALI1	MissingGeneType
ZNF205	ZNF205	MissingGeneType
PPFIA2-AS1	PPFIA2-AS1	MissingGeneType
LOC102724020	LOC102724020	MissingGeneType
PKD1P1	PKD1P1	MissingGeneType
SERPINH1	SERPINH1	MissingGeneType
SAMSN1	SAMSN1	MissingGeneType
LOC101409256	LOC101409256	MissingGeneType
PARP11	PARP11	MissingGeneType
PRM2	PRM2	MissingGeneType
MRS2	MRS2	MissingGeneType
BTBD11	BTBD11	MissingGeneType
C4orf33	C4orf33	MissingGeneType
TSHZ2	TSHZ2	MissingGeneType
KLF17	KLF17	MissingGeneType
ABCC6P1	ABCC6P1	MissingGeneType
TTTY15	TTTY15	MissingGeneType
KIAA0753	KIAA0753	MissingGeneType
AGAP2	AGAP2	MissingGeneType
CYP3A7	CYP3A7	MissingGeneType
RPS3	RPS3	MissingGeneType
FAM177B	FAM177B	MissingGeneType
LINC02411	LINC02411	MissingGeneType
LOC102723385	LOC102723385	MissingGeneType
RNF113A	RNF113A	MissingGeneType
HOXD10	HOXD10	MissingGeneType
HOXB3	HOXB3	MissingGeneType
NR4A1	NR4A1	MissingGeneType
HMOX1	HMOX1	MissingGeneType
NOVA1	NOVA1	MissingGeneType
PARP1	PARP1	MissingGeneType
ZMYM4	ZMYM4	MissingGeneType
STX8	STX8	MissingGeneType
PF4	PF4	MissingGeneType
PDPK1	PDPK1	MissingGeneType
PDK4	PDK4	MissingGeneType
RCSD1	RCSD1	MissingGeneType
C1orf61	C1orf61	MissingGeneType
AOX3P-AOX2P	AOX3P-AOX2P	MissingGeneType
LOC102724360	LOC102724360	MissingGeneType
POLDIP2	POLDIP2	MissingGeneType
ITPR2	ITPR2	MissingGeneType
HPN	HPN	MissingGeneType
B3GALT5	B3GALT5	MissingGeneType
POLR1E	POLR1E	MissingGeneType
ATG3	ATG3	MissingGeneType
VCY1B	VCY1B	MissingGeneType
ZSCAN2	ZSCAN2	MissingGeneType
ACSM1	ACSM1	MissingGeneType
FAM72B	FAM72B	MissingGeneType
ASB6	ASB6	MissingGeneType
ERI2	ERI2	MissingGeneType
TMEM121	TMEM121	MissingGeneType
TMLHE	TMLHE	MissingGeneType
DCUN1D3	DCUN1D3	MissingGeneType
LINC02447	LINC02447	MissingGeneType
GPR68	GPR68	MissingGeneType
SYN2	SYN2	MissingGeneType
CAPN9	CAPN9	MissingGeneType
SEMA6B	SEMA6B	MissingGeneType
LINC00309	LINC00309	MissingGeneType
SNX29P1	SNX29P1	MissingGeneType
LOC100190986	LOC100190986	MissingGeneType
SMG1P3	SMG1P3	MissingGeneType
LAMTOR5-AS1	LAMTOR5-AS1	MissingGeneType
SLC7A5P2	SLC7A5P2	MissingGeneType
LOC101927814	LOC101927814	MissingGeneType
METTL9	METTL9	MissingGeneType
CDH20	CDH20	MissingGeneType
AMOTL1	AMOTL1	MissingGeneType
MGAT5B	MGAT5B	MissingGeneType
TSTD2	TSTD2	MissingGeneType
NOC2LP2	NOC2LP2	MissingGeneType
HPCAL1	HPCAL1	MissingGeneType
GALE	GALE	MissingGeneType
PDZD9	PDZD9	MissingGeneType
POLR3E	POLR3E	MissingGeneType
RGCC	RGCC	MissingGeneType
SMG1P1	SMG1P1	MissingGeneType
LOC653786	LOC653786	MissingGeneType
IL18	IL18	MissingGeneType
USP31	USP31	MissingGeneType
SNX16	SNX16	MissingGeneType
NPTX1	NPTX1	MissingGeneType
SDCBP	SDCBP	MissingGeneType
EVA1B	EVA1B	MissingGeneType
NCAM1	NCAM1	MissingGeneType
FGF23	FGF23	MissingGeneType
DCTN5	DCTN5	MissingGeneType
CCDC40	CCDC40	MissingGeneType
MIR6070	MIR6070	MissingGeneType
CACNG3	CACNG3	MissingGeneType
LOC102724604	LOC102724604	MissingGeneType
PLG	PLG	MissingGeneType
IFNW1	IFNW1	MissingGeneType
SLC5A11	SLC5A11	MissingGeneType
XAGE2	XAGE2	MissingGeneType
ARHGAP17	ARHGAP17	MissingGeneType
LOC554206	LOC554206	MissingGeneType
LINC02175	LINC02175	MissingGeneType
LINC02282	LINC02282	MissingGeneType
LOC101928123	LOC101928123	MissingGeneType
CRLF3	CRLF3	MissingGeneType
CBR3-AS1	CBR3-AS1	MissingGeneType
MIR137	MIR137	MissingGeneType
TMEM43	TMEM43	MissingGeneType
FLJ21408	FLJ21408	MissingGeneType
GPR176	GPR176	MissingGeneType
RTKN2	RTKN2	MissingGeneType
LTC4S	LTC4S	MissingGeneType
DCPS	DCPS	MissingGeneType
IKZF3	IKZF3	MissingGeneType
PRPF8	PRPF8	MissingGeneType
GDPD3	GDPD3	MissingGeneType
UBL5	UBL5	MissingGeneType
TPSB2	TPSB2	MissingGeneType
FAM110C	FAM110C	MissingGeneType
CCR2	CCR2	MissingGeneType
ZCCHC17	ZCCHC17	MissingGeneType
CNTLN	CNTLN	MissingGeneType
KCNK9	KCNK9	MissingGeneType
IQGAP2	IQGAP2	MissingGeneType
NEURL3	NEURL3	MissingGeneType
POMT2	POMT2	MissingGeneType
IL19	IL19	MissingGeneType
USP43	USP43	MissingGeneType
ZNF367	ZNF367	MissingGeneType
THEG	THEG	MissingGeneType
CSNK2A3	CSNK2A3	MissingGeneType
GIMAP1-GIMAP5	GIMAP1-GIMAP5	MissingGeneType
ADCY7	ADCY7	MissingGeneType
HBQ1	HBQ1	MissingGeneType
OR5V1	OR5V1	MissingGeneType
CSNK1G1	CSNK1G1	MissingGeneType
SH2B1	SH2B1	MissingGeneType
PPP1R3A	PPP1R3A	MissingGeneType
ICAM1	ICAM1	MissingGeneType
RABEP2	RABEP2	MissingGeneType
DOT1L	DOT1L	MissingGeneType
MIR486-1	MIR486-1	MissingGeneType
PITPNM3	PITPNM3	MissingGeneType
QTRT1	QTRT1	MissingGeneType
MBL2	MBL2	MissingGeneType
TPRXL	TPRXL	MissingGeneType
RRP7BP	RRP7BP	MissingGeneType
RRN3P1	RRN3P1	MissingGeneType
SNX29P2	SNX29P2	MissingGeneType
SMG1P6	SMG1P6	MissingGeneType
BOLA2-SMG1P6	BOLA2-SMG1P6	MissingGeneType
LOC606724	LOC606724	MissingGeneType
ZNF385A	ZNF385A	MissingGeneType
GNG4	GNG4	MissingGeneType
MIR3201	MIR3201	MissingGeneType
MIR3200	MIR3200	MissingGeneType
MIR3199-2	MIR3199-2	MissingGeneType
MIR4297	MIR4297	MissingGeneType
MIR4296	MIR4296	MissingGeneType
TMEM167A	TMEM167A	MissingGeneType
CCDC50	CCDC50	MissingGeneType
LOC388242	LOC388242	MissingGeneType
LOC613038	LOC613038	MissingGeneType
SMG1P2	SMG1P2	MissingGeneType
MIR3142	MIR3142	MissingGeneType
SPN	SPN	MissingGeneType
C1QB	C1QB	MissingGeneType
QPRT	QPRT	MissingGeneType
C16orf54	C16orf54	MissingGeneType
KIF22	KIF22	MissingGeneType
SNAP91	SNAP91	MissingGeneType
MYNN	MYNN	MissingGeneType
NREP	NREP	MissingGeneType
TUBE1	TUBE1	MissingGeneType
RNF14	RNF14	MissingGeneType
LINC00473	LINC00473	MissingGeneType
FHOD3	FHOD3	MissingGeneType
XPOT	XPOT	MissingGeneType
NXPH1	NXPH1	MissingGeneType
HOXA9	HOXA9	MissingGeneType
ASPHD1	ASPHD1	MissingGeneType
KCTD13	KCTD13	MissingGeneType
ANKFN1	ANKFN1	MissingGeneType
RASGRF1	RASGRF1	MissingGeneType
TAOK2	TAOK2	MissingGeneType
C3orf33	C3orf33	MissingGeneType
CAMTA1	CAMTA1	MissingGeneType
UMOD	UMOD	MissingGeneType
C16orf92	C16orf92	MissingGeneType
APCDD1	APCDD1	MissingGeneType
DOK6	DOK6	MissingGeneType
NEK3	NEK3	MissingGeneType
PRMT2	PRMT2	MissingGeneType
TBX6	TBX6	MissingGeneType
LMAN2	LMAN2	MissingGeneType
MIP	MIP	MissingGeneType
NOL6	NOL6	MissingGeneType
MITF	MITF	MissingGeneType
MIR4295	MIR4295	MissingGeneType
MIR3202-2	MIR3202-2	MissingGeneType
MIR3202-1	MIR3202-1	MissingGeneType
MIR4294	MIR4294	MissingGeneType
MIR378C	MIR378C	MissingGeneType
YPEL5	YPEL5	MissingGeneType
ZNF618	ZNF618	MissingGeneType
SMG1P5	SMG1P5	MissingGeneType
VCP	VCP	MissingGeneType
NR1H2	NR1H2	MissingGeneType
ZNF841	ZNF841	MissingGeneType
DHRS11	DHRS11	MissingGeneType
ZNF747	ZNF747	MissingGeneType
TMEM170A	TMEM170A	MissingGeneType
ZNF689	ZNF689	MissingGeneType
SNORA30	SNORA30	MissingGeneType
MFSD10	MFSD10	MissingGeneType
CLDN7	CLDN7	MissingGeneType
SH3KBP1	SH3KBP1	MissingGeneType
ZNF596	ZNF596	MissingGeneType
LOC102724555	LOC102724555	MissingGeneType
MIR762HG	MIR762HG	MissingGeneType
ST3GAL1	ST3GAL1	MissingGeneType
ALDH16A1	ALDH16A1	MissingGeneType
KIF9-AS1	KIF9-AS1	MissingGeneType
DPYSL2	DPYSL2	MissingGeneType
MYCBP	MYCBP	MissingGeneType
HSD3B7	HSD3B7	MissingGeneType
ZYG11B	ZYG11B	MissingGeneType
AFAP1L1	AFAP1L1	MissingGeneType
SYNGR4	SYNGR4	MissingGeneType
RPA2	RPA2	MissingGeneType
KAT8	KAT8	MissingGeneType
PRSS8	PRSS8	MissingGeneType
MRPL36	MRPL36	MissingGeneType
MRPL41	MRPL41	MissingGeneType
MRPS6	MRPS6	MissingGeneType
ENY2	ENY2	MissingGeneType
PYDC1	PYDC1	MissingGeneType
CYP27A1	CYP27A1	MissingGeneType
ITGAM	ITGAM	MissingGeneType
ITGAX	ITGAX	MissingGeneType
ITGAD	ITGAD	MissingGeneType
PIP4K2B	PIP4K2B	MissingGeneType
ATP10A	ATP10A	MissingGeneType
TGFB1I1	TGFB1I1	MissingGeneType
HOXA5	HOXA5	MissingGeneType
SSH1	SSH1	MissingGeneType
XPO7	XPO7	MissingGeneType
MAP3K3	MAP3K3	MissingGeneType
LOC148413	LOC148413	MissingGeneType
LOC154761	LOC154761	MissingGeneType
LOC102723753	LOC102723753	MissingGeneType
HERC2P4	HERC2P4	MissingGeneType
LOC388813	LOC388813	MissingGeneType
TP53TG3D	TP53TG3D	MissingGeneType
TP53TG3B	TP53TG3B	MissingGeneType
TP53TG3C	TP53TG3C	MissingGeneType
SLC6A10P	SLC6A10P	MissingGeneType
LINC01282	LINC01282	MissingGeneType
ATP6V1B1-AS1	ATP6V1B1-AS1	MissingGeneType
DGAT2L6	DGAT2L6	MissingGeneType
ENPP7P13	ENPP7P13	MissingGeneType
LINC01566	LINC01566	MissingGeneType
LINC00890	LINC00890	MissingGeneType
ASTN2-AS1	ASTN2-AS1	MissingGeneType
ANKRD26P1	ANKRD26P1	MissingGeneType
GRB7	GRB7	MissingGeneType
CETN2	CETN2	MissingGeneType
MIR4305	MIR4305	MissingGeneType
MIR4302	MIR4302	MissingGeneType
PIKFYVE	PIKFYVE	MissingGeneType
RTP1	RTP1	MissingGeneType
CEL	CEL	MissingGeneType
SLC7A9	SLC7A9	MissingGeneType
KIZ-AS1	KIZ-AS1	MissingGeneType
LAMP5-AS1	LAMP5-AS1	MissingGeneType
L3MBTL2	L3MBTL2	MissingGeneType
SLC25A18	SLC25A18	MissingGeneType
SPACA9	SPACA9	MissingGeneType
EGLN3	EGLN3	MissingGeneType
DCUN1D1	DCUN1D1	MissingGeneType
TRIM55	TRIM55	MissingGeneType
MFSD14A	MFSD14A	MissingGeneType
YPEL4	YPEL4	MissingGeneType
NAXE	NAXE	MissingGeneType
NDUFAF7	NDUFAF7	MissingGeneType
ARFIP1	ARFIP1	MissingGeneType
LLGL2	LLGL2	MissingGeneType
SNCA-AS1	SNCA-AS1	MissingGeneType
HTT-AS	HTT-AS	MissingGeneType
MIR215	MIR215	MissingGeneType
SPATA4	SPATA4	MissingGeneType
NKD1	NKD1	MissingGeneType
BEAN1-AS1	BEAN1-AS1	MissingGeneType
TSGA13	TSGA13	MissingGeneType
ALKBH3	ALKBH3	MissingGeneType
FAM76B	FAM76B	MissingGeneType
C11orf40	C11orf40	MissingGeneType
DOCK11	DOCK11	MissingGeneType
LINC02182	LINC02182	MissingGeneType
LINC01483	LINC01483	MissingGeneType
SDCBP2	SDCBP2	MissingGeneType
HMGXB4	HMGXB4	MissingGeneType
LOC102724738	LOC102724738	MissingGeneType
MAP3K2	MAP3K2	MissingGeneType
LOC102724421	LOC102724421	MissingGeneType
CYP1A1	CYP1A1	MissingGeneType
TRAF5	TRAF5	MissingGeneType
HOXA11	HOXA11	MissingGeneType
HMX2	HMX2	MissingGeneType
NUDC	NUDC	MissingGeneType
CELSR1	CELSR1	MissingGeneType
HACD1	HACD1	MissingGeneType
LIMD1	LIMD1	MissingGeneType
LINC01335	LINC01335	MissingGeneType
IRX3	IRX3	MissingGeneType
LINC00694	LINC00694	MissingGeneType
FBXO44	FBXO44	MissingGeneType
FBXW7	FBXW7	MissingGeneType
DGUOK-AS1	DGUOK-AS1	MissingGeneType
SORCS3-AS1	SORCS3-AS1	MissingGeneType
IRX5	IRX5	MissingGeneType
IRX6	IRX6	MissingGeneType
CDX4	CDX4	MissingGeneType
SLC6A2	SLC6A2	MissingGeneType
CES1P2	CES1P2	MissingGeneType
CES1P1	CES1P1	MissingGeneType
DFNA5	DFNA5	MissingGeneType
ABAT	ABAT	MissingGeneType
TGFBR1	TGFBR1	MissingGeneType
CES5A	CES5A	MissingGeneType
TTTY4C	TTTY4C	MissingGeneType
PYGO2	PYGO2	MissingGeneType
SPTSSA	SPTSSA	MissingGeneType
ZNF681	ZNF681	MissingGeneType
LRTM2	LRTM2	MissingGeneType
MAPK8IP1	MAPK8IP1	MissingGeneType
FABP7	FABP7	MissingGeneType
REXO1L2P	REXO1L2P	MissingGeneType
MDP1	MDP1	MissingGeneType
C19orf54	C19orf54	MissingGeneType
MARCH3	MARCH3	MissingGeneType
LCE3B	LCE3B	MissingGeneType
LCE3A	LCE3A	MissingGeneType
CMC1	CMC1	MissingGeneType
MIR4427	MIR4427	MissingGeneType
DCAF7	DCAF7	MissingGeneType
GMEB1	GMEB1	MissingGeneType
NRL	NRL	MissingGeneType
SLC12A3	SLC12A3	MissingGeneType
CENPA	CENPA	MissingGeneType
RAB44	RAB44	MissingGeneType
SMIM11B	SMIM11B	MissingGeneType
TKTL1	TKTL1	MissingGeneType
L3MBTL3	L3MBTL3	MissingGeneType
TSSK6	TSSK6	MissingGeneType
PAEP	PAEP	MissingGeneType
TGFA	TGFA	MissingGeneType
HCRTR1	HCRTR1	MissingGeneType
ALDH4A1	ALDH4A1	MissingGeneType
CCDC102A	CCDC102A	MissingGeneType
CLSTN2	CLSTN2	MissingGeneType
VAMP1	VAMP1	MissingGeneType
ADGRA2	ADGRA2	MissingGeneType
ASB5	ASB5	MissingGeneType
NAP1L1	NAP1L1	MissingGeneType
KIR3DL3	KIR3DL3	MissingGeneType
DRC7	DRC7	MissingGeneType
GAPT	GAPT	MissingGeneType
EAPP	EAPP	MissingGeneType
LOC101927278	LOC101927278	MissingGeneType
LOC102725080	LOC102725080	MissingGeneType
LOC100506937	LOC100506937	MissingGeneType
GS1-124K5.4	GS1-124K5.4	MissingGeneType
LOC105378470	LOC105378470	MissingGeneType
CCDC124	CCDC124	MissingGeneType
ABI3	ABI3	MissingGeneType
STON2	STON2	MissingGeneType
HVCN1	HVCN1	MissingGeneType
DAO	DAO	MissingGeneType
MAPRE1	MAPRE1	MissingGeneType
LSM4	LSM4	MissingGeneType
ATL1	ATL1	MissingGeneType
GGA2	GGA2	MissingGeneType
SLC28A3	SLC28A3	MissingGeneType
TSPYL2	TSPYL2	MissingGeneType
SETD6	SETD6	MissingGeneType
ABCB9	ABCB9	MissingGeneType
EGR3	EGR3	MissingGeneType
TRDMT1	TRDMT1	MissingGeneType
FAM182B	FAM182B	MissingGeneType
LOC100129620	LOC100129620	MissingGeneType
SEC14L1P1	SEC14L1P1	MissingGeneType
ADCY10P1	ADCY10P1	MissingGeneType
YBX3P1	YBX3P1	MissingGeneType
AP5M1	AP5M1	MissingGeneType
SNORD114-2	SNORD114-2	MissingGeneType
SNORA50A	SNORA50A	MissingGeneType
PDLIM7	PDLIM7	MissingGeneType
APOOP5	APOOP5	MissingGeneType
SLC45A2	SLC45A2	MissingGeneType
KLK14	KLK14	MissingGeneType
ST7-AS2	ST7-AS2	MissingGeneType
LINC00922	LINC00922	MissingGeneType
CSPG5	CSPG5	MissingGeneType
SBK3	SBK3	MissingGeneType
JAZF1-AS1	JAZF1-AS1	MissingGeneType
DNHD1	DNHD1	MissingGeneType
TTLL6	TTLL6	MissingGeneType
GTF3C6	GTF3C6	MissingGeneType
HNRNPLL	HNRNPLL	MissingGeneType
KRTAP10-3	KRTAP10-3	MissingGeneType
FUOM	FUOM	MissingGeneType
KRTAP10-7	KRTAP10-7	MissingGeneType
FTO	FTO	MissingGeneType
ABCA12	ABCA12	MissingGeneType
DEGS2	DEGS2	MissingGeneType
LOC105377348	LOC105377348	MissingGeneType
MPPED2	MPPED2	MissingGeneType
ODC1	ODC1	MissingGeneType
MYO6	MYO6	MissingGeneType
RBAK-RBAKDN	RBAK-RBAKDN	MissingGeneType
RBAK	RBAK	MissingGeneType
NUBPL	NUBPL	MissingGeneType
ARL8A	ARL8A	MissingGeneType
OPHN1	OPHN1	MissingGeneType
TRIM60	TRIM60	MissingGeneType
ITIH6	ITIH6	MissingGeneType
LCNL1	LCNL1	MissingGeneType
LOC375196	LOC375196	MissingGeneType
TLR8	TLR8	MissingGeneType
FAM196A	FAM196A	MissingGeneType
EXOSC10	EXOSC10	MissingGeneType
PLD1	PLD1	MissingGeneType
ZNF773	ZNF773	MissingGeneType
FRG1	FRG1	MissingGeneType
LRRC31	LRRC31	MissingGeneType
NLRP12	NLRP12	MissingGeneType
MAP2	MAP2	MissingGeneType
ARHGAP15	ARHGAP15	MissingGeneType
GBP1	GBP1	MissingGeneType
NDUFS7	NDUFS7	MissingGeneType
MIR328	MIR328	MissingGeneType
LRRC29	LRRC29	MissingGeneType
KLHL12	KLHL12	MissingGeneType
TUBA4A	TUBA4A	MissingGeneType
EFS	EFS	MissingGeneType
DSCR3	DSCR3	MissingGeneType
SLC9A5	SLC9A5	MissingGeneType
NDUFA1	NDUFA1	MissingGeneType
NARS	NARS	MissingGeneType
ZDHHC3	ZDHHC3	MissingGeneType
CASP5	CASP5	MissingGeneType
ATXN3L	ATXN3L	MissingGeneType
ACVR1	ACVR1	MissingGeneType
DERA	DERA	MissingGeneType
ACAP1	ACAP1	MissingGeneType
DHFR	DHFR	MissingGeneType
KRT35	KRT35	MissingGeneType
ATF7	ATF7	MissingGeneType
TCF21	TCF21	MissingGeneType
MXI1	MXI1	MissingGeneType
PUM1	PUM1	MissingGeneType
ATG9A	ATG9A	MissingGeneType
TRIM24	TRIM24	MissingGeneType
RNF139	RNF139	MissingGeneType
TRIP10	TRIP10	MissingGeneType
GFOD2	GFOD2	MissingGeneType
RANBP10	RANBP10	MissingGeneType
HLA-G	HLA-G	MissingGeneType
TNFRSF1A	TNFRSF1A	MissingGeneType
SETDB1	SETDB1	MissingGeneType
SEC22A	SEC22A	MissingGeneType
PSKH1	PSKH1	MissingGeneType
MNAT1	MNAT1	MissingGeneType
ATXN1	ATXN1	MissingGeneType
KDM3A	KDM3A	MissingGeneType
ZW10	ZW10	MissingGeneType
ARHGEF2	ARHGEF2	MissingGeneType
DPEP3	DPEP3	MissingGeneType
DPEP2	DPEP2	MissingGeneType
CLEC4E	CLEC4E	MissingGeneType
LINC00491	LINC00491	MissingGeneType
GTSF1L	GTSF1L	MissingGeneType
ZFP90	ZFP90	MissingGeneType
ZNF221	ZNF221	MissingGeneType
STX6	STX6	MissingGeneType
TMEM132B	TMEM132B	MissingGeneType
MOSPD3	MOSPD3	MissingGeneType
DDX50	DDX50	MissingGeneType
NSFL1C	NSFL1C	MissingGeneType
TSSK1B	TSSK1B	MissingGeneType
TMOD4	TMOD4	MissingGeneType
CPSF6	CPSF6	MissingGeneType
DAZ3	DAZ3	MissingGeneType
PCDHGB3	PCDHGB3	MissingGeneType
PCDHGA12	PCDHGA12	MissingGeneType
PCDHGA11	PCDHGA11	MissingGeneType
MCF2L	MCF2L	MissingGeneType
LINC01529	LINC01529	MissingGeneType
FOXO4	FOXO4	MissingGeneType
STK19	STK19	MissingGeneType
ABHD15	ABHD15	MissingGeneType
ATPIF1	ATPIF1	MissingGeneType
LARS	LARS	MissingGeneType
LOC400541	LOC400541	MissingGeneType
ACTRT2	ACTRT2	MissingGeneType
SMG1P7	SMG1P7	MissingGeneType
EXOSC6	EXOSC6	MissingGeneType
TPD52L1	TPD52L1	MissingGeneType
ALDH3B1	ALDH3B1	MissingGeneType
MEFV	MEFV	MissingGeneType
MIR146A	MIR146A	MissingGeneType
MIR138-1	MIR138-1	MissingGeneType
MIR152	MIR152	MissingGeneType
MIR145	MIR145	MissingGeneType
MIR144	MIR144	MissingGeneType
MIR143	MIR143	MissingGeneType
MIR142	MIR142	MissingGeneType
MIR141	MIR141	MissingGeneType
MIR140	MIR140	MissingGeneType
MIR138-2	MIR138-2	MissingGeneType
FUK	FUK	MissingGeneType
C6orf99	C6orf99	MissingGeneType
WSCD1	WSCD1	MissingGeneType
RBP3	RBP3	MissingGeneType
SNORD115-46	SNORD115-46	MissingGeneType
SNORD111B	SNORD111B	MissingGeneType
PLPP5	PLPP5	MissingGeneType
MIR548D1	MIR548D1	MissingGeneType
MIR649	MIR649	MissingGeneType
HTR3E	HTR3E	MissingGeneType
MGLL	MGLL	MissingGeneType
CCDC74B	CCDC74B	MissingGeneType
NT5C3A	NT5C3A	MissingGeneType
BIRC8	BIRC8	MissingGeneType
CAV3	CAV3	MissingGeneType
XCR1	XCR1	MissingGeneType
TAT-AS1	TAT-AS1	MissingGeneType
RAB30	RAB30	MissingGeneType
SARAF	SARAF	MissingGeneType
TUBB3	TUBB3	MissingGeneType
SNAI1	SNAI1	MissingGeneType
FOXRED2	FOXRED2	MissingGeneType
LOC403312	LOC403312	MissingGeneType
C18orf21	C18orf21	MissingGeneType
PKD1L3	PKD1L3	MissingGeneType
RPA3	RPA3	MissingGeneType
LIMK1	LIMK1	MissingGeneType
MARVELD2	MARVELD2	MissingGeneType
RAD50	RAD50	MissingGeneType
SPOP	SPOP	MissingGeneType
HTR1E	HTR1E	MissingGeneType
CDH1	CDH1	MissingGeneType
AASDHPPT	AASDHPPT	MissingGeneType
WHRN	WHRN	MissingGeneType
LINC01572	LINC01572	MissingGeneType
ANGPTL1	ANGPTL1	MissingGeneType
PAPSS2	PAPSS2	MissingGeneType
HCCAT5	HCCAT5	MissingGeneType
C16orf74	C16orf74	MissingGeneType
LOC283922	LOC283922	MissingGeneType
NQO2	NQO2	MissingGeneType
SAE1	SAE1	MissingGeneType
P3H1	P3H1	MissingGeneType
ARHGDIB	ARHGDIB	MissingGeneType
CAMKK2	CAMKK2	MissingGeneType
GFM2	GFM2	MissingGeneType
ZNF30	ZNF30	MissingGeneType
LOC100506281	LOC100506281	MissingGeneType
TNPO2	TNPO2	MissingGeneType
PRICKLE4	PRICKLE4	MissingGeneType
FADS1	FADS1	MissingGeneType
TCEAL4	TCEAL4	MissingGeneType
ZNF23	ZNF23	MissingGeneType
DDX47	DDX47	MissingGeneType
TMEM231	TMEM231	MissingGeneType
NDUFB7	NDUFB7	MissingGeneType
ADAT1	ADAT1	MissingGeneType
TDGF1	TDGF1	MissingGeneType
STX4	STX4	MissingGeneType
EOGT	EOGT	MissingGeneType
SLC35D2	SLC35D2	MissingGeneType
RNF165	RNF165	MissingGeneType
ANTXRL	ANTXRL	MissingGeneType
TTC38	TTC38	MissingGeneType
LOC105369431	LOC105369431	MissingGeneType
LOC100505588	LOC100505588	MissingGeneType
LOC101926948	LOC101926948	MissingGeneType
LINC02265	LINC02265	MissingGeneType
LSAMP-AS1	LSAMP-AS1	MissingGeneType
KIAA0040	KIAA0040	MissingGeneType
NWD2	NWD2	MissingGeneType
CCNYL2	CCNYL2	MissingGeneType
HSP90AB4P	HSP90AB4P	MissingGeneType
MGC34796	MGC34796	MissingGeneType
LOC102724084	LOC102724084	MissingGeneType
SLC9B1	SLC9B1	MissingGeneType
UFC1	UFC1	MissingGeneType
C5orf64	C5orf64	MissingGeneType
STPG3	STPG3	MissingGeneType
PLA2G6	PLA2G6	MissingGeneType
LRMDA	LRMDA	MissingGeneType
MIR4720	MIR4720	MissingGeneType
CCDC185	CCDC185	MissingGeneType
PITPNA-AS1	PITPNA-AS1	MissingGeneType
PART1	PART1	MissingGeneType
SLCO2A1	SLCO2A1	MissingGeneType
PPP1R12B	PPP1R12B	MissingGeneType
SYS1	SYS1	MissingGeneType
LINC00463	LINC00463	MissingGeneType
SNAPC2	SNAPC2	MissingGeneType
CCDC88A	CCDC88A	MissingGeneType
C2CD4D	C2CD4D	MissingGeneType
TXNL4A	TXNL4A	MissingGeneType
RFWD2	RFWD2	MissingGeneType
SPACA1	SPACA1	MissingGeneType
C1QTNF8	C1QTNF8	MissingGeneType
RAET1L	RAET1L	MissingGeneType
TECR	TECR	MissingGeneType
GATA6	GATA6	MissingGeneType
ADRM1	ADRM1	MissingGeneType
TCIRG1	TCIRG1	MissingGeneType
TBC1D30	TBC1D30	MissingGeneType
SNRPC	SNRPC	MissingGeneType
LOC100506403	LOC100506403	MissingGeneType
USP10	USP10	MissingGeneType
GLUD2	GLUD2	MissingGeneType
CLP1	CLP1	MissingGeneType
EBNA1BP2	EBNA1BP2	MissingGeneType
LOC100507387	LOC100507387	MissingGeneType
EIF4E2	EIF4E2	MissingGeneType
GPATCH4	GPATCH4	MissingGeneType
OSGIN2	OSGIN2	MissingGeneType
ASGR2	ASGR2	MissingGeneType
LINC02324	LINC02324	MissingGeneType
LINC01081	LINC01081	MissingGeneType
LINC00917	LINC00917	MissingGeneType
MIR184	MIR184	MissingGeneType
LOC100506801	LOC100506801	MissingGeneType
MKNK1-AS1	MKNK1-AS1	MissingGeneType
MTHFSD	MTHFSD	MissingGeneType
FLJ30679	FLJ30679	MissingGeneType
FOXC2-AS1	FOXC2-AS1	MissingGeneType
FOXC2	FOXC2	MissingGeneType
LINC02339	LINC02339	MissingGeneType
